replicate,resampling_unit,n,prevalence,precision,recall,f1,pr_auc,mcc,fpr,tp,fp,tn,fn,predicted_positive,threshold
166,block_id,2000,0.02,0.8695652173913043,1.0,0.9302325581395349,0.902370352071439,0.9310764109633277,0.003061224489795918,40,6,1954,0,46,1.2729429339548877
167,block_id,2000,0.016,0.9142857142857143,1.0,0.9552238805970149,0.9596292701863354,0.955453811579983,0.001524390243902439,32,3,1965,0,35,1.2729429339548877
168,block_id,2000,0.02,0.7843137254901961,1.0,0.8791208791208791,0.8279322001527885,0.883126245100843,0.005612244897959183,40,11,1949,0,51,1.2729429339548877
169,block_id,2000,0.011,0.7333333333333333,1.0,0.8461538461538461,0.7184731934731934,0.8546153371267735,0.004044489383215369,22,8,1970,0,30,1.2729429339548877
170,block_id,2000,0.012,0.7741935483870968,1.0,0.8727272727272727,0.8241346269690674,0.878322810762631,0.00354251012145749,24,7,1969,0,31,1.2729429339548877
171,block_id,2000,0.0145,0.7837837837837838,1.0,0.8787878787878788,0.8896931244136952,0.8835171307499067,0.004058853373921867,29,8,1963,0,37,1.2729429339548877
172,block_id,2000,0.0145,0.8285714285714286,1.0,0.90625,0.8695219690759072,0.9088724559131685,0.0030441400304414,29,6,1965,0,35,1.2729429339548877
173,block_id,2000,0.017,0.8717948717948718,1.0,0.9315068493150684,0.8943835089345926,0.9325114972849058,0.00254323499491353,34,5,1961,0,39,1.2729429339548877
174,block_id,2000,0.012,0.7272727272727273,1.0,0.8421052631578947,0.8008063087010454,0.8508585371705686,0.004554655870445344,24,9,1967,0,33,1.2729429339548877
175,block_id,2000,0.0125,0.7142857142857143,1.0,0.8333333333333334,0.7799518999519,0.8430119084317169,0.005063291139240506,25,10,1965,0,35,1.2729429339548877
176,block_id,2000,0.0215,0.7962962962962963,1.0,0.8865979381443299,0.8476489809904558,0.889842927523196,0.005620848237097598,43,11,1946,0,54,1.2729429339548877
177,block_id,2000,0.0205,0.8541666666666666,1.0,0.9213483146067416,0.8633771929824562,0.9225586779213175,0.0035732516590096988,41,7,1952,0,48,1.2729429339548877
178,block_id,2000,0.011,0.8461538461538461,1.0,0.9166666666666666,0.8603729603729604,0.9189356430295749,0.0020222446916076846,22,4,1974,0,26,1.2729429339548877
179,block_id,2000,0.017,0.7906976744186046,1.0,0.8831168831168831,0.8546277613112429,0.8871741657791011,0.004577822990844354,34,9,1957,0,43,1.2729429339548877
180,block_id,2000,0.015,0.8571428571428571,1.0,0.9230769230769231,0.9225327812284334,0.9246444547271794,0.0025380710659898475,30,5,1965,0,35,1.2729429339548877
181,block_id,2000,0.0145,0.9666666666666667,1.0,0.9830508474576272,0.9701149425287356,0.9829426340758571,0.0005073566717402334,29,1,1970,0,30,1.2729429339548877
182,block_id,2000,0.015,0.8333333333333334,1.0,0.9090909090909091,0.8754873294346979,0.911479710288355,0.003045685279187817,30,6,1964,0,36,1.2729429339548877
183,block_id,2000,0.0115,0.71875,1.0,0.8363636363636363,0.8437629399585922,0.8458593245718218,0.004552352048558422,23,9,1968,0,32,1.2729429339548877
184,block_id,2000,0.0165,0.8048780487804879,1.0,0.8918918918918919,0.8689348804734903,0.8953236975624325,0.004067107269954245,33,8,1959,0,41,1.2729429339548877
185,block_id,2000,0.0135,0.84375,1.0,0.9152542372881356,0.8566439246263808,0.9173940040914977,0.002534211860111505,27,5,1968,0,32,1.2729429339548877
186,block_id,2000,0.0165,0.8461538461538461,1.0,0.9166666666666666,0.8565130156039247,0.9184621915514279,0.003050330452465684,33,6,1961,0,39,1.2729429339548877
187,block_id,2000,0.014,0.8,1.0,0.8888888888888888,0.8087270314824494,0.8928383075382171,0.0035496957403651115,28,7,1965,0,35,1.2729429339548877
188,block_id,2000,0.0155,0.8857142857142857,1.0,0.9393939393939394,0.8955251030802813,0.9401675210907099,0.002031488065007618,31,4,1965,0,35,1.2729429339548877
189,block_id,2000,0.011,0.7586206896551724,1.0,0.8627450980392157,0.8189030507134684,0.8694457921547635,0.003538928210313448,22,7,1971,0,29,1.2729429339548877
190,block_id,2000,0.0145,0.90625,1.0,0.9508196721311475,0.8952178019749013,0.9512468786012946,0.0015220700152207,29,3,1968,0,32,1.2729429339548877
191,block_id,2000,0.016,0.9142857142857143,1.0,0.9552238805970149,0.9319597116812407,0.955453811579983,0.001524390243902439,32,3,1965,0,35,1.2729429339548877
192,block_id,2000,0.014,0.7,1.0,0.8235294117647058,0.8244194229415904,0.8341105233190395,0.006085192697768763,28,12,1960,0,40,1.2729429339548877
193,block_id,2000,0.012,0.8,1.0,0.8888888888888888,0.7827199148890325,0.8930682225913255,0.003036437246963563,24,6,1970,0,30,1.2729429339548877
194,block_id,2000,0.0165,0.7674418604651163,1.0,0.868421052631579,0.8098472450583206,0.8738079165369584,0.005083884087442806,33,10,1957,0,43,1.2729429339548877
195,block_id,2000,0.02,0.8888888888888888,1.0,0.9411764705882353,0.9095541331428426,0.9416057111088185,0.002551020408163265,40,5,1955,0,45,1.2729429339548877
196,block_id,2000,0.015,0.8333333333333334,1.0,0.9090909090909091,0.9076358826358827,0.911479710288355,0.003045685279187817,30,6,1964,0,36,1.2729429339548877
197,block_id,2000,0.01,0.7142857142857143,1.0,0.8333333333333334,0.7797619047619048,0.8434451442741914,0.00404040404040404,20,8,1972,0,28,1.2729429339548877
198,block_id,2000,0.01,0.6896551724137931,1.0,0.8163265306122449,0.6818700265251989,0.8285652516100036,0.004545454545454545,20,9,1971,0,29,1.2729429339548877
199,block_id,2000,0.0115,0.8214285714285714,1.0,0.9019607843137255,0.8767263427109975,0.90518015288902,0.0025290844714213456,23,5,1972,0,28,1.2729429339548877
200,block_id,2000,0.012,0.8,1.0,0.8888888888888888,0.8299441786283892,0.8930682225913255,0.003036437246963563,24,6,1970,0,30,1.2729429339548877
201,block_id,2000,0.0145,0.90625,1.0,0.9508196721311475,0.9741379310344827,0.9512468786012946,0.0015220700152207,29,3,1968,0,32,1.2729429339548877
202,block_id,2000,0.017,0.918918918918919,1.0,0.9577464788732394,0.9253325437845563,0.9578709218196726,0.001525940996948118,34,3,1963,0,37,1.2729429339548877
203,block_id,2000,0.0135,0.7941176470588235,1.0,0.8852459016393442,0.8500512086812396,0.889550560539154,0.0035478966041561076,27,7,1966,0,34,1.2729429339548877
204,block_id,2000,0.0115,0.7931034482758621,1.0,0.8846153846153846,0.8713742144849733,0.8892111433948315,0.0030349013657056147,23,6,1971,0,29,1.2729429339548877
205,block_id,2000,0.016,0.8421052631578947,1.0,0.9142857142857143,0.8668447476013265,0.9162629912109846,0.003048780487804878,32,6,1962,0,38,1.2729429339548877
206,block_id,2000,0.0135,0.8709677419354839,1.0,0.9310344827586207,0.917394054395952,0.932310017381758,0.0020273694880892043,27,4,1969,0,31,1.2729429339548877
207,block_id,2000,0.0135,0.75,1.0,0.8571428571428571,0.8113221344316323,0.8640479234329828,0.00456158134820071,27,9,1964,0,36,1.2729429339548877
208,block_id,2000,0.013,0.8125,1.0,0.896551724137931,0.8680849804276577,0.9000168860286889,0.00303951367781155,26,6,1968,0,32,1.2729429339548877
209,block_id,2000,0.0155,0.6739130434782609,1.0,0.8051948051948052,0.6888605236552231,0.817789165883062,0.007618080243778568,31,15,1954,0,46,1.2729429339548877
210,block_id,2000,0.0165,0.9166666666666666,1.0,0.9565217391304348,0.9382876755167777,0.9566967118907747,0.001525165226232842,33,3,1964,0,36,1.2729429339548877
211,block_id,2000,0.011,0.6470588235294118,1.0,0.7857142857142857,0.8005474917239622,0.8019559150703304,0.006066734074823054,22,12,1966,0,34,1.2729429339548877
212,block_id,2000,0.0185,0.925,1.0,0.961038961038961,0.9632493212853033,0.9610339991006598,0.0015282730514518594,37,3,1960,0,40,1.2729429339548877
213,block_id,2000,0.0145,0.7837837837837838,1.0,0.8787878787878788,0.7919284735981651,0.8835171307499067,0.004058853373921867,29,8,1963,0,37,1.2729429339548877
214,block_id,2000,0.013,0.7647058823529411,1.0,0.8666666666666667,0.8291988181374371,0.8727008481534332,0.004052684903748734,26,8,1966,0,34,1.2729429339548877
215,block_id,2000,0.0165,0.8918918918918919,1.0,0.9428571428571428,0.8951997451997452,0.9434395486161943,0.0020335536349771225,33,4,1963,0,37,1.2729429339548877
216,block_id,2000,0.013,0.7878787878787878,1.0,0.8813559322033898,0.8652772064536771,0.8860501630652016,0.0035460992907801418,26,7,1967,0,33,1.2729429339548877
217,block_id,2000,0.0125,0.7142857142857143,1.0,0.8333333333333334,0.8196803196803196,0.8430119084317169,0.005063291139240506,25,10,1965,0,35,1.2729429339548877
218,block_id,2000,0.011,0.7857142857142857,1.0,0.88,0.8705809476900808,0.8850598431175017,0.003033367037411527,22,6,1972,0,28,1.2729429339548877
219,block_id,2000,0.014,0.7777777777777778,1.0,0.875,0.8400432900432901,0.8801264072138905,0.004056795131845842,28,8,1964,0,36,1.2729429339548877
220,block_id,2000,0.0105,0.6774193548387096,1.0,0.8076923076923077,0.7320170166469977,0.8209727864907415,0.005053057099545225,21,10,1969,0,31,1.2729429339548877
221,block_id,2000,0.0125,0.7352941176470589,1.0,0.847457627118644,0.7743417366946779,0.8555369134499706,0.004556962025316456,25,9,1966,0,34,1.2729429339548877
222,block_id,2000,0.0135,0.8181818181818182,1.0,0.9,0.8208507541840875,0.9031576179720688,0.0030410542321338066,27,6,1967,0,33,1.2729429339548877
223,block_id,2000,0.0125,0.7142857142857143,1.0,0.8333333333333334,0.7145923504413207,0.8430119084317169,0.005063291139240506,25,10,1965,0,35,1.2729429339548877
224,block_id,2000,0.0135,0.75,1.0,0.8571428571428571,0.8482781026640676,0.8640479234329828,0.00456158134820071,27,9,1964,0,36,1.2729429339548877
225,block_id,2000,0.017,0.8717948717948718,1.0,0.9315068493150684,0.8974924989758749,0.9325114972849058,0.00254323499491353,34,5,1961,0,39,1.2729429339548877
226,block_id,2000,0.018,0.7659574468085106,1.0,0.8674698795180723,0.7865340935428545,0.872735619250448,0.00560081466395112,36,11,1953,0,47,1.2729429339548877
227,block_id,2000,0.014,0.9032258064516129,1.0,0.9491525423728814,0.9472631620945955,0.9496587443293243,0.0015212981744421906,28,3,1969,0,31,1.2729429339548877
228,block_id,2000,0.0105,0.7777777777777778,1.0,0.875,0.8573868941516001,0.8805791755797184,0.003031834259727135,21,6,1973,0,27,1.2729429339548877
229,block_id,2000,0.015,0.8333333333333334,1.0,0.9090909090909091,0.8574965339671223,0.911479710288355,0.003045685279187817,30,6,1964,0,36,1.2729429339548877
230,block_id,2000,0.013,0.7222222222222222,1.0,0.8387096774193549,0.7361264466527624,0.847681277574763,0.005065856129685917,26,10,1964,0,36,1.2729429339548877
231,block_id,2000,0.0115,0.696969696969697,1.0,0.8214285714285714,0.8291134952004517,0.8327330343479731,0.005058168942842691,23,10,1967,0,33,1.2729429339548877
232,block_id,2000,0.008,0.6956521739130435,1.0,0.8205128205128205,0.7237738484341745,0.8325849842272735,0.003528225806451613,16,7,1977,0,23,1.2729429339548877
233,block_id,2000,0.016,0.8205128205128205,1.0,0.9014084507042254,0.8139593414439239,0.9042092289893151,0.003556910569105691,32,7,1961,0,39,1.2729429339548877
234,block_id,2000,0.008,0.8888888888888888,1.0,0.9411764705882353,0.9310763888888889,0.9423337155918909,0.0010080645161290322,16,2,1982,0,18,1.2729429339548877
235,block_id,2000,0.0145,0.7837837837837838,1.0,0.8787878787878788,0.8449617328927673,0.8835171307499067,0.004058853373921867,29,8,1963,0,37,1.2729429339548877
236,block_id,2000,0.0155,0.8857142857142857,1.0,0.9393939393939394,0.8932667690732208,0.9401675210907099,0.002031488065007618,31,4,1965,0,35,1.2729429339548877
237,block_id,2000,0.014,0.9032258064516129,1.0,0.9491525423728814,0.9299133691136586,0.9496587443293243,0.0015212981744421906,28,3,1969,0,31,1.2729429339548877
238,block_id,2000,0.0145,0.8529411764705882,1.0,0.9206349206349206,0.9210488338718341,0.9223759805459846,0.0025367833587011668,29,5,1966,0,34,1.2729429339548877
239,block_id,2000,0.016,0.8205128205128205,1.0,0.9014084507042254,0.9025641025641025,0.9042092289893151,0.003556910569105691,32,7,1961,0,39,1.2729429339548877
240,block_id,2000,0.011,0.7857142857142857,1.0,0.88,0.7720316448257625,0.8850598431175017,0.003033367037411527,22,6,1972,0,28,1.2729429339548877
241,block_id,2000,0.0185,0.8409090909090909,1.0,0.9135802469135802,0.8554412366912367,0.9153744774336479,0.003565970453387672,37,7,1956,0,44,1.2729429339548877
242,block_id,2000,0.014,0.8235294117647058,1.0,0.9032258064516129,0.8452498481910247,0.906103605656258,0.0030425963488843813,28,6,1966,0,34,1.2729429339548877
243,block_id,2000,0.0145,0.7073170731707317,1.0,0.8285714285714286,0.7911464284678518,0.8384573505774902,0.0060882800608828,29,12,1959,0,41,1.2729429339548877
244,block_id,2000,0.016,0.7804878048780488,1.0,0.8767123287671232,0.8472717915760934,0.8814298048581781,0.004573170731707317,32,9,1959,0,41,1.2729429339548877
245,block_id,2000,0.0145,0.7837837837837838,1.0,0.8787878787878788,0.8663932898415657,0.8835171307499067,0.004058853373921867,29,8,1963,0,37,1.2729429339548877
246,block_id,2000,0.014,0.8,1.0,0.8888888888888888,0.8101563451467544,0.8928383075382171,0.0035496957403651115,28,7,1965,0,35,1.2729429339548877
247,block_id,2000,0.015,0.8108108108108109,1.0,0.8955223880597015,0.8591873395134265,0.898849129258262,0.003553299492385787,30,7,1963,0,37,1.2729429339548877
248,block_id,2000,0.017,0.7906976744186046,1.0,0.8831168831168831,0.8054907369516839,0.8871741657791011,0.004577822990844354,34,9,1957,0,43,1.2729429339548877
249,block_id,2000,0.013,0.7222222222222222,1.0,0.8387096774193549,0.7745120419033462,0.847681277574763,0.005065856129685917,26,10,1964,0,36,1.2729429339548877
250,block_id,2000,0.017,0.8292682926829268,1.0,0.9066666666666666,0.8856213027818042,0.9090190640926923,0.003560528992878942,34,7,1959,0,41,1.2729429339548877
251,block_id,2000,0.0135,0.7105263157894737,1.0,0.8307692307692308,0.7817731636953604,0.840574174307898,0.005575266092245312,27,11,1962,0,38,1.2729429339548877
252,block_id,2000,0.0145,0.6904761904761905,1.0,0.8169014084507042,0.8325557809330629,0.8282041175647971,0.006595636732623034,29,13,1958,0,42,1.2729429339548877
253,block_id,2000,0.0135,0.7941176470588235,1.0,0.8852459016393442,0.8324119283198567,0.889550560539154,0.0035478966041561076,27,7,1966,0,34,1.2729429339548877
254,block_id,2000,0.017,0.8095238095238095,1.0,0.8947368421052632,0.8820081878905408,0.897902953928349,0.004069175991861648,34,8,1958,0,42,1.2729429339548877
255,block_id,2000,0.014,0.7777777777777778,1.0,0.875,0.8300960735171261,0.8801264072138905,0.004056795131845842,28,8,1964,0,36,1.2729429339548877
256,block_id,2000,0.01,0.7407407407407407,1.0,0.851063829787234,0.7652879527879528,0.8591402448635395,0.0035353535353535356,20,7,1973,0,27,1.2729429339548877
257,block_id,2000,0.0145,0.90625,1.0,0.9508196721311475,0.887990432488404,0.9512468786012946,0.0015220700152207,29,3,1968,0,32,1.2729429339548877
258,block_id,2000,0.0155,0.775,1.0,0.8732394366197183,0.7761402575918704,0.8783265865762251,0.0045708481462671405,31,9,1960,0,40,1.2729429339548877
259,block_id,2000,0.018,0.782608695652174,1.0,0.8780487804878049,0.8226950560510343,0.8823966944215298,0.0050916496945010185,36,10,1954,0,46,1.2729429339548877
260,block_id,2000,0.013,0.896551724137931,1.0,0.9454545454545454,0.9325126867723216,0.9461443777372139,0.001519756838905775,26,3,1971,0,29,1.2729429339548877
261,block_id,2000,0.0115,0.8518518518518519,1.0,0.92,0.8711755233494364,0.9220240385258271,0.0020232675771370764,23,4,1973,0,27,1.2729429339548877
262,block_id,2000,0.017,0.8717948717948718,1.0,0.9315068493150684,0.8797443185418965,0.9325114972849058,0.00254323499491353,34,5,1961,0,39,1.2729429339548877
263,block_id,2000,0.013,0.7878787878787878,1.0,0.8813559322033898,0.8340201465201466,0.8860501630652016,0.0035460992907801418,26,7,1967,0,33,1.2729429339548877
264,block_id,2000,0.0145,0.8529411764705882,1.0,0.9206349206349206,0.9448714755109545,0.9223759805459846,0.0025367833587011668,29,5,1966,0,34,1.2729429339548877
265,block_id,2000,0.018,0.9,1.0,0.9473684210526315,0.9127734459605805,0.9477167330537007,0.002036659877800407,36,4,1960,0,40,1.2729429339548877
266,block_id,2000,0.0135,0.84375,1.0,0.9152542372881356,0.8832575265323803,0.9173940040914977,0.002534211860111505,27,5,1968,0,32,1.2729429339548877
267,block_id,2000,0.0165,0.7674418604651163,1.0,0.868421052631579,0.7712941460576934,0.8738079165369584,0.005083884087442806,33,10,1957,0,43,1.2729429339548877
268,block_id,2000,0.015,0.75,1.0,0.8571428571428571,0.7921837944664033,0.8638245732792134,0.005076142131979695,30,10,1960,0,40,1.2729429339548877
269,block_id,2000,0.009,0.75,1.0,0.8571428571428571,0.8173335923335923,0.8647135745984641,0.0030272452068617556,18,6,1976,0,24,1.2729429339548877
270,block_id,2000,0.0095,0.8260869565217391,1.0,0.9047619047619048,0.8832951945080091,0.9079751849129509,0.0020191822311963654,19,4,1977,0,23,1.2729429339548877
271,block_id,2000,0.013,0.8125,1.0,0.896551724137931,0.8808904682274248,0.9000168860286889,0.00303951367781155,26,6,1968,0,32,1.2729429339548877
272,block_id,2000,0.013,0.7428571428571429,1.0,0.8524590163934426,0.7488531808897941,0.8599245642424581,0.004559270516717325,26,9,1965,0,35,1.2729429339548877
273,block_id,2000,0.018,0.782608695652174,1.0,0.8780487804878049,0.8573399341036088,0.8823966944215298,0.0050916496945010185,36,10,1954,0,46,1.2729429339548877
274,block_id,2000,0.013,0.7647058823529411,1.0,0.8666666666666667,0.8068959729640843,0.8727008481534332,0.004052684903748734,26,8,1966,0,34,1.2729429339548877
275,block_id,2000,0.014,0.6511627906976745,1.0,0.7887323943661971,0.714441528774188,0.8038717104575264,0.007606490872210953,28,15,1957,0,43,1.2729429339548877
276,block_id,2000,0.015,0.7692307692307693,1.0,0.8695652173913043,0.8365185539098581,0.87505229385766,0.004568527918781726,30,9,1961,0,39,1.2729429339548877
277,block_id,2000,0.013,0.896551724137931,1.0,0.9454545454545454,0.9420599937587768,0.9461443777372139,0.001519756838905775,26,3,1971,0,29,1.2729429339548877
278,block_id,2000,0.0095,0.6333333333333333,1.0,0.7755102040816326,0.7584066590625169,0.7936098480659959,0.005552751135790005,19,11,1970,0,30,1.2729429339548877
279,block_id,2000,0.014,0.7777777777777778,1.0,0.875,0.7896019646330206,0.8801264072138905,0.004056795131845842,28,8,1964,0,36,1.2729429339548877
280,block_id,2000,0.0105,0.7241379310344828,1.0,0.84,0.8175697865353038,0.8492412159002364,0.00404244567963618,21,8,1971,0,29,1.2729429339548877
281,block_id,2000,0.0185,0.9024390243902439,1.0,0.9487179487179487,0.900169723971238,0.9489995399023323,0.0020376974019358125,37,4,1959,0,41,1.2729429339548877
282,block_id,2000,0.013,0.8125,1.0,0.896551724137931,0.8187271062271062,0.9000168860286889,0.00303951367781155,26,6,1968,0,32,1.2729429339548877
283,block_id,2000,0.013,0.7222222222222222,1.0,0.8387096774193549,0.7303756212201029,0.847681277574763,0.005065856129685917,26,10,1964,0,36,1.2729429339548877
284,block_id,2000,0.0165,0.868421052631579,1.0,0.9295774647887324,0.8946770893365321,0.930705956060367,0.002541942043721403,33,5,1962,0,38,1.2729429339548877
285,block_id,2000,0.0165,0.75,1.0,0.8571428571428571,0.7989666782770231,0.8636004838047856,0.005592272496187087,33,11,1956,0,44,1.2729429339548877
286,block_id,2000,0.0135,0.8709677419354839,1.0,0.9310344827586207,0.8940985325267883,0.932310017381758,0.0020273694880892043,27,4,1969,0,31,1.2729429339548877
287,block_id,2000,0.013,0.6842105263157895,1.0,0.8125,0.730017693976504,0.8246521641330425,0.0060790273556231,26,12,1962,0,38,1.2729429339548877
288,block_id,2000,0.0125,0.7575757575757576,1.0,0.8620689655172413,0.8147201997087581,0.868623679322207,0.004050632911392405,25,8,1967,0,33,1.2729429339548877
289,block_id,2000,0.0175,0.8333333333333334,1.0,0.9090909090909091,0.8616011457214465,0.9112434997633174,0.0035623409669211198,35,7,1958,0,42,1.2729429339548877
290,block_id,2000,0.0175,0.8536585365853658,1.0,0.9210526315789473,0.8643876468933278,0.9225247669488121,0.0030534351145038168,35,6,1959,0,41,1.2729429339548877
291,block_id,2000,0.013,0.8125,1.0,0.896551724137931,0.827106227106227,0.9000168860286889,0.00303951367781155,26,6,1968,0,32,1.2729429339548877
292,block_id,2000,0.0115,0.7931034482758621,1.0,0.8846153846153846,0.7455226931988551,0.8892111433948315,0.0030349013657056147,23,6,1971,0,29,1.2729429339548877
293,block_id,2000,0.014,0.7368421052631579,1.0,0.8484848484848485,0.7652156335799712,0.8562158509576862,0.005070993914807302,28,10,1962,0,38,1.2729429339548877
294,block_id,2000,0.019,0.95,1.0,0.9743589743589743,0.9556031226391336,0.9741825293073918,0.0010193679918450561,38,2,1960,0,40,1.2729429339548877
295,block_id,2000,0.012,0.8,1.0,0.8888888888888888,0.8672364953886693,0.8930682225913255,0.003036437246963563,24,6,1970,0,30,1.2729429339548877
296,block_id,2000,0.016,0.8648648648648649,1.0,0.927536231884058,0.8989024598629378,0.9287989801859037,0.002540650406504065,32,5,1963,0,37,1.2729429339548877
297,block_id,2000,0.0125,0.78125,1.0,0.8771929824561403,0.8696215415019763,0.8823157103090865,0.0035443037974683543,25,7,1968,0,32,1.2729429339548877
298,block_id,2000,0.0135,0.8709677419354839,1.0,0.9310344827586207,0.9344157477434218,0.932310017381758,0.0020273694880892043,27,4,1969,0,31,1.2729429339548877
299,block_id,2000,0.0115,0.8214285714285714,1.0,0.9019607843137255,0.8923952858735467,0.90518015288902,0.0025290844714213456,23,5,1972,0,28,1.2729429339548877
300,block_id,2000,0.0135,0.9,1.0,0.9473684210526315,0.902174128760816,0.9479617743324569,0.0015205271160669033,27,3,1970,0,30,1.2729429339548877
301,block_id,2000,0.013,0.896551724137931,1.0,0.9454545454545454,0.881375712797603,0.9461443777372139,0.001519756838905775,26,3,1971,0,29,1.2729429339548877
302,block_id,2000,0.018,0.8780487804878049,1.0,0.935064935064935,0.8869895645409125,0.9358490380853854,0.0025458248472505093,36,5,1959,0,41,1.2729429339548877
303,block_id,2000,0.0115,0.8214285714285714,1.0,0.9019607843137255,0.8593222185899531,0.90518015288902,0.0025290844714213456,23,5,1972,0,28,1.2729429339548877
304,block_id,2000,0.0145,0.8055555555555556,1.0,0.8923076923076924,0.8266283524904214,0.8959322673375348,0.0035514967021816335,29,7,1964,0,36,1.2729429339548877
305,block_id,2000,0.018,0.9230769230769231,1.0,0.96,0.9166727716727717,0.9600348575843002,0.0015274949083503055,36,3,1961,0,39,1.2729429339548877
306,block_id,2000,0.015,0.75,1.0,0.8571428571428571,0.7700869990224829,0.8638245732792134,0.005076142131979695,30,10,1960,0,40,1.2729429339548877
307,block_id,2000,0.018,0.8,1.0,0.8888888888888888,0.836363907896166,0.8923754883567562,0.004582484725050916,36,9,1955,0,45,1.2729429339548877
308,block_id,2000,0.0125,0.7575757575757576,1.0,0.8620689655172413,0.832239095763123,0.868623679322207,0.004050632911392405,25,8,1967,0,33,1.2729429339548877
309,block_id,2000,0.0155,0.7948717948717948,1.0,0.8857142857142857,0.8179385175340435,0.8897427997701406,0.004062976130015236,31,8,1961,0,39,1.2729429339548877
310,block_id,2000,0.0135,0.75,1.0,0.8571428571428571,0.847472598826035,0.8640479234329828,0.00456158134820071,27,9,1964,0,36,1.2729429339548877
311,block_id,2000,0.012,0.7058823529411765,1.0,0.8275862068965517,0.6606396973124915,0.8380394225972319,0.005060728744939271,24,10,1966,0,34,1.2729429339548877
312,block_id,2000,0.0105,0.6774193548387096,1.0,0.8076923076923077,0.7241641470938416,0.8209727864907415,0.005053057099545225,21,10,1969,0,31,1.2729429339548877
313,block_id,2000,0.015,0.7692307692307693,1.0,0.8695652173913043,0.8098327759197326,0.87505229385766,0.004568527918781726,30,9,1961,0,39,1.2729429339548877
314,block_id,2000,0.0165,0.8461538461538461,1.0,0.9166666666666666,0.9472987096498069,0.9184621915514279,0.003050330452465684,33,6,1961,0,39,1.2729429339548877
315,block_id,2000,0.015,0.7692307692307693,1.0,0.8695652173913043,0.7833574758574758,0.87505229385766,0.004568527918781726,30,9,1961,0,39,1.2729429339548877
316,block_id,2000,0.0115,0.8214285714285714,1.0,0.9019607843137255,0.8890254388975617,0.90518015288902,0.0025290844714213456,23,5,1972,0,28,1.2729429339548877
317,block_id,2000,0.0095,0.7916666666666666,1.0,0.8837209302325582,0.8842449260405917,0.8886329487385172,0.002523977788995457,19,5,1976,0,24,1.2729429339548877
318,block_id,2000,0.0205,0.8723404255319149,1.0,0.9318181818181818,0.9030386899613676,0.9325602567652809,0.0030627871362940277,41,6,1953,0,47,1.2729429339548877
319,block_id,2000,0.012,0.7058823529411765,1.0,0.8275862068965517,0.7650798955946014,0.8380394225972319,0.005060728744939271,24,10,1966,0,34,1.2729429339548877
320,block_id,2000,0.0165,0.8048780487804879,1.0,0.8918918918918919,0.8889310869798676,0.8953236975624325,0.004067107269954245,33,8,1959,0,41,1.2729429339548877
321,block_id,2000,0.014,0.8235294117647058,1.0,0.9032258064516129,0.8295656420462922,0.906103605656258,0.0030425963488843813,28,6,1966,0,34,1.2729429339548877
322,block_id,2000,0.018,0.9473684210526315,1.0,0.972972972972973,0.9594826438075865,0.9728328157634821,0.0010183299389002036,36,2,1962,0,38,1.2729429339548877
323,block_id,2000,0.016,0.8648648648648649,1.0,0.927536231884058,0.8691868864662982,0.9287989801859037,0.002540650406504065,32,5,1963,0,37,1.2729429339548877
324,block_id,2000,0.019,0.9047619047619048,1.0,0.95,0.9190958164642374,0.9502196241448577,0.0020387359836901123,38,4,1958,0,42,1.2729429339548877
325,block_id,2000,0.016,0.8205128205128205,1.0,0.9014084507042254,0.8429321044452623,0.9042092289893151,0.003556910569105691,32,7,1961,0,39,1.2729429339548877
326,block_id,2000,0.012,0.7741935483870968,1.0,0.8727272727272727,0.8950578990901572,0.878322810762631,0.00354251012145749,24,7,1969,0,31,1.2729429339548877
327,block_id,2000,0.01,0.8333333333333334,1.0,0.9090909090909091,0.8623281130634073,0.9119483711536699,0.00202020202020202,20,4,1976,0,24,1.2729429339548877
328,block_id,2000,0.011,0.7586206896551724,1.0,0.8627450980392157,0.763767720482784,0.8694457921547635,0.003538928210313448,22,7,1971,0,29,1.2729429339548877
329,block_id,2000,0.0125,0.78125,1.0,0.8771929824561403,0.8803,0.8823157103090865,0.0035443037974683543,25,7,1968,0,32,1.2729429339548877
330,block_id,2000,0.0185,0.8043478260869565,1.0,0.891566265060241,0.8278572982920809,0.8947960866963762,0.004584819154355578,37,9,1954,0,46,1.2729429339548877
331,block_id,2000,0.0125,0.7575757575757576,1.0,0.8620689655172413,0.7641731601731603,0.868623679322207,0.004050632911392405,25,8,1967,0,33,1.2729429339548877
332,block_id,2000,0.0125,0.78125,1.0,0.8771929824561403,0.8694538429406851,0.8823157103090865,0.0035443037974683543,25,7,1968,0,32,1.2729429339548877
333,block_id,2000,0.0115,0.7666666666666667,1.0,0.8679245283018868,0.8865942028985507,0.8740435435381205,0.0035407182599898838,23,7,1970,0,30,1.2729429339548877
334,block_id,2000,0.012,0.6666666666666666,1.0,0.8,0.6637143050186528,0.8140135647952773,0.006072874493927126,24,12,1964,0,36,1.2729429339548877
335,block_id,2000,0.0145,0.8529411764705882,1.0,0.9206349206349206,0.8704079332882578,0.9223759805459846,0.0025367833587011668,29,5,1966,0,34,1.2729429339548877
336,block_id,2000,0.011,0.6470588235294118,1.0,0.7857142857142857,0.813152088553158,0.8019559150703304,0.006066734074823054,22,12,1966,0,34,1.2729429339548877
