replicate,resampling_unit,n,prevalence,precision,recall,f1,pr_auc,mcc,fpr,tp,fp,tn,fn,predicted_positive,threshold
850,block_id,2000,0.0155,0.8157894736842105,1.0,0.8985507246376812,0.8846411674748386,0.9016037140397941,0.0035551041137633316,31,7,1962,0,38,1.2729429339548877
851,block_id,2000,0.0205,0.7321428571428571,1.0,0.845360824742268,0.7694347657762292,0.8523713174614045,0.007656967840735069,41,15,1944,0,56,1.2729429339548877
852,block_id,2000,0.014,0.8,1.0,0.8888888888888888,0.8223817848817849,0.8928383075382171,0.0035496957403651115,28,7,1965,0,35,1.2729429339548877
853,block_id,2000,0.015,0.7317073170731707,1.0,0.8450704225352113,0.7979690743348548,0.8530074101077028,0.005583756345177665,30,11,1959,0,41,1.2729429339548877
854,block_id,2000,0.0145,0.8529411764705882,1.0,0.9206349206349206,0.8949608013330795,0.9223759805459846,0.0025367833587011668,29,5,1966,0,34,1.2729429339548877
855,block_id,2000,0.017,0.8717948717948718,1.0,0.9315068493150684,0.888342818273614,0.9325114972849058,0.00254323499491353,34,5,1961,0,39,1.2729429339548877
856,block_id,2000,0.0145,0.8529411764705882,1.0,0.9206349206349206,0.9114112729731391,0.9223759805459846,0.0025367833587011668,29,5,1966,0,34,1.2729429339548877
857,block_id,2000,0.014,0.875,1.0,0.9333333333333333,0.9262003046832767,0.9344651690297597,0.002028397565922921,28,4,1968,0,32,1.2729429339548877
858,block_id,2000,0.012,0.7272727272727273,1.0,0.8421052631578947,0.7495833333333334,0.8508585371705686,0.004554655870445344,24,9,1967,0,33,1.2729429339548877
859,block_id,2000,0.0175,0.9459459459459459,1.0,0.9722222222222222,0.9518358960464224,0.972102438578374,0.0010178117048346056,35,2,1963,0,37,1.2729429339548877
860,block_id,2000,0.018,0.782608695652174,1.0,0.8780487804878049,0.8537251091716047,0.8823966944215298,0.0050916496945010185,36,10,1954,0,46,1.2729429339548877
861,block_id,2000,0.0135,0.8181818181818182,1.0,0.9,0.876201165090054,0.9031576179720688,0.0030410542321338066,27,6,1967,0,33,1.2729429339548877
862,block_id,2000,0.011,0.7333333333333333,1.0,0.8461538461538461,0.7915626856803326,0.8546153371267735,0.004044489383215369,22,8,1970,0,30,1.2729429339548877
863,block_id,2000,0.0185,0.8809523809523809,1.0,0.9367088607594937,0.889395671303566,0.937394520988901,0.0025471217524197657,37,5,1958,0,42,1.2729429339548877
864,block_id,2000,0.022,0.8461538461538461,1.0,0.9166666666666666,0.8592010867872937,0.9179831666358793,0.00408997955010225,44,8,1948,0,52,1.2729429339548877
865,block_id,2000,0.0135,0.8181818181818182,1.0,0.9,0.856898871391625,0.9031576179720688,0.0030410542321338066,27,6,1967,0,33,1.2729429339548877
866,block_id,2000,0.0135,0.7105263157894737,1.0,0.8307692307692308,0.7708532405814827,0.840574174307898,0.005575266092245312,27,11,1962,0,38,1.2729429339548877
867,block_id,2000,0.012,0.7272727272727273,1.0,0.8421052631578947,0.7629485645933015,0.8508585371705686,0.004554655870445344,24,9,1967,0,33,1.2729429339548877
868,block_id,2000,0.018,0.782608695652174,1.0,0.8780487804878049,0.8468971962431482,0.8823966944215298,0.0050916496945010185,36,10,1954,0,46,1.2729429339548877
869,block_id,2000,0.0145,0.90625,1.0,0.9508196721311475,0.9274620325583814,0.9512468786012946,0.0015220700152207,29,3,1968,0,32,1.2729429339548877
870,block_id,2000,0.0155,0.9117647058823529,1.0,0.9538461538461539,0.9049019470658839,0.9541360105057254,0.0015236160487557136,31,3,1966,0,34,1.2729429339548877
871,block_id,2000,0.0155,0.775,1.0,0.8732394366197183,0.861252760494974,0.8783265865762251,0.0045708481462671405,31,9,1960,0,40,1.2729429339548877
872,block_id,2000,0.019,0.7755102040816326,1.0,0.8735632183908046,0.8407545649838883,0.8781584638008038,0.0056065239551478085,38,11,1951,0,49,1.2729429339548877
873,block_id,2000,0.015,0.8108108108108109,1.0,0.8955223880597015,0.8854100594100595,0.898849129258262,0.003553299492385787,30,7,1963,0,37,1.2729429339548877
874,block_id,2000,0.0165,0.7674418604651163,1.0,0.868421052631579,0.8577654431850591,0.8738079165369584,0.005083884087442806,33,10,1957,0,43,1.2729429339548877
875,block_id,2000,0.0155,0.775,1.0,0.8732394366197183,0.8370883912882269,0.8783265865762251,0.0045708481462671405,31,9,1960,0,40,1.2729429339548877
876,block_id,2000,0.0145,0.7837837837837838,1.0,0.8787878787878788,0.8360780567677119,0.8835171307499067,0.004058853373921867,29,8,1963,0,37,1.2729429339548877
877,block_id,2000,0.012,0.8,1.0,0.8888888888888888,0.7993092691622103,0.8930682225913255,0.003036437246963563,24,6,1970,0,30,1.2729429339548877
878,block_id,2000,0.018,0.8571428571428571,1.0,0.9230769230769231,0.8871041021987726,0.9244048325505596,0.003054989816700611,36,6,1958,0,42,1.2729429339548877
879,block_id,2000,0.017,0.8717948717948718,1.0,0.9315068493150684,0.9057492841060617,0.9325114972849058,0.00254323499491353,34,5,1961,0,39,1.2729429339548877
880,block_id,2000,0.013,0.7222222222222222,1.0,0.8387096774193549,0.7491846603688709,0.847681277574763,0.005065856129685917,26,10,1964,0,36,1.2729429339548877
881,block_id,2000,0.019,0.8444444444444444,1.0,0.9156626506024096,0.8353493382579255,0.917295833258274,0.003567787971457696,38,7,1955,0,45,1.2729429339548877
882,block_id,2000,0.0175,0.813953488372093,1.0,0.8974358974358975,0.869818561783303,0.9003553092093525,0.004071246819338422,35,8,1957,0,43,1.2729429339548877
883,block_id,2000,0.015,0.8333333333333334,1.0,0.9090909090909091,0.9085280151946818,0.911479710288355,0.003045685279187817,30,6,1964,0,36,1.2729429339548877
884,block_id,2000,0.019,0.8444444444444444,1.0,0.9156626506024096,0.8728332053042823,0.917295833258274,0.003567787971457696,38,7,1955,0,45,1.2729429339548877
885,block_id,2000,0.0185,0.9024390243902439,1.0,0.9487179487179487,0.9161223307564772,0.9489995399023323,0.0020376974019358125,37,4,1959,0,41,1.2729429339548877
886,block_id,2000,0.016,0.8205128205128205,1.0,0.9014084507042254,0.8491914335664336,0.9042092289893151,0.003556910569105691,32,7,1961,0,39,1.2729429339548877
887,block_id,2000,0.0185,0.7872340425531915,1.0,0.8809523809523809,0.8346395041211669,0.8849992546014523,0.005094243504839531,37,10,1953,0,47,1.2729429339548877
888,block_id,2000,0.0145,0.7631578947368421,1.0,0.8656716417910447,0.7811513894454003,0.8715923103673348,0.0045662100456621,29,9,1962,0,38,1.2729429339548877
889,block_id,2000,0.0155,0.8378378378378378,1.0,0.9117647058823529,0.8095111697828165,0.9139391399244639,0.0030472320975114273,31,6,1963,0,37,1.2729429339548877
890,block_id,2000,0.0145,0.7435897435897436,1.0,0.8529411764705882,0.8673450071309763,0.8601262066785693,0.0050735667174023336,29,10,1961,0,39,1.2729429339548877
891,block_id,2000,0.016,0.8421052631578947,1.0,0.9142857142857143,0.9042109694210713,0.9162629912109846,0.003048780487804878,32,6,1962,0,38,1.2729429339548877
892,block_id,2000,0.0105,0.7241379310344828,1.0,0.84,0.7924748150007039,0.8492412159002364,0.00404244567963618,21,8,1971,0,29,1.2729429339548877
893,block_id,2000,0.013,0.9285714285714286,1.0,0.9629629629629629,0.9207228668767131,0.9631358298385397,0.0010131712259371835,26,2,1972,0,28,1.2729429339548877
894,block_id,2000,0.0145,0.7837837837837838,1.0,0.8787878787878788,0.8158203523720765,0.8835171307499067,0.004058853373921867,29,8,1963,0,37,1.2729429339548877
895,block_id,2000,0.015,0.7894736842105263,1.0,0.8823529411764706,0.7738255784388507,0.8867173730711032,0.0040609137055837565,30,8,1962,0,38,1.2729429339548877
896,block_id,2000,0.0125,0.8064516129032258,1.0,0.8928571428571429,0.8656249501910143,0.8966613816373059,0.0030379746835443038,25,6,1969,0,31,1.2729429339548877
897,block_id,2000,0.0155,0.7948717948717948,1.0,0.8857142857142857,0.8151427425620974,0.8897427997701406,0.004062976130015236,31,8,1961,0,39,1.2729429339548877
898,block_id,2000,0.014,0.717948717948718,1.0,0.835820895522388,0.796273964131107,0.8449520300057691,0.005578093306288032,28,11,1961,0,39,1.2729429339548877
899,block_id,2000,0.0145,0.7837837837837838,1.0,0.8787878787878788,0.7999709074980262,0.8835171307499067,0.004058853373921867,29,8,1963,0,37,1.2729429339548877
900,block_id,2000,0.018,0.8571428571428571,1.0,0.9230769230769231,0.9102445963859008,0.9244048325505596,0.003054989816700611,36,6,1958,0,42,1.2729429339548877
901,block_id,2000,0.0135,0.8181818181818182,1.0,0.9,0.8380895296271973,0.9031576179720688,0.0030410542321338066,27,6,1967,0,33,1.2729429339548877
902,block_id,2000,0.014,0.9032258064516129,1.0,0.9491525423728814,0.903469354506221,0.9496587443293243,0.0015212981744421906,28,3,1969,0,31,1.2729429339548877
903,block_id,2000,0.0145,0.8787878787878788,1.0,0.9354838709677419,0.9171573133460611,0.9364851537608532,0.0020294266869609334,29,4,1967,0,33,1.2729429339548877
904,block_id,2000,0.019,0.7755102040816326,1.0,0.8735632183908046,0.8191208415644506,0.8781584638008038,0.0056065239551478085,38,11,1951,0,49,1.2729429339548877
905,block_id,2000,0.0185,0.8809523809523809,1.0,0.9367088607594937,0.9090779090779091,0.937394520988901,0.0025471217524197657,37,5,1958,0,42,1.2729429339548877
906,block_id,2000,0.012,0.8,1.0,0.8888888888888888,0.815032679738562,0.8930682225913255,0.003036437246963563,24,6,1970,0,30,1.2729429339548877
907,block_id,2000,0.014,0.8,1.0,0.8888888888888888,0.782961913862535,0.8928383075382171,0.0035496957403651115,28,7,1965,0,35,1.2729429339548877
908,block_id,2000,0.014,0.875,1.0,0.9333333333333333,0.9141448245965053,0.9344651690297597,0.002028397565922921,28,4,1968,0,32,1.2729429339548877
909,block_id,2000,0.013,0.7647058823529411,1.0,0.8666666666666667,0.8208784679372915,0.8727008481534332,0.004052684903748734,26,8,1966,0,34,1.2729429339548877
910,block_id,2000,0.0165,0.825,1.0,0.9041095890410958,0.8732457562898794,0.9066774823163426,0.0035587188612099642,33,7,1960,0,40,1.2729429339548877
911,block_id,2000,0.017,0.8947368421052632,1.0,0.9444444444444444,0.8649485038120988,0.9449425491884672,0.002034587995930824,34,4,1962,0,38,1.2729429339548877
912,block_id,2000,0.0125,0.8333333333333334,1.0,0.9090909090909091,0.8638216685275508,0.9117146640764221,0.002531645569620253,25,5,1970,0,30,1.2729429339548877
913,block_id,2000,0.019,0.8444444444444444,1.0,0.9156626506024096,0.8659756909756909,0.917295833258274,0.003567787971457696,38,7,1955,0,45,1.2729429339548877
914,block_id,2000,0.0135,0.8709677419354839,1.0,0.9310344827586207,0.9071822635864382,0.932310017381758,0.0020273694880892043,27,4,1969,0,31,1.2729429339548877
915,block_id,2000,0.0145,0.725,1.0,0.8405797101449275,0.8113566754375382,0.8490900014385234,0.005580923389142567,29,11,1960,0,40,1.2729429339548877
916,block_id,2000,0.0175,0.8536585365853658,1.0,0.9210526315789473,0.912341207357114,0.9225247669488121,0.0030534351145038168,35,6,1959,0,41,1.2729429339548877
917,block_id,2000,0.015,0.8108108108108109,1.0,0.8955223880597015,0.8139103809692045,0.898849129258262,0.003553299492385787,30,7,1963,0,37,1.2729429339548877
918,block_id,2000,0.013,1.0,1.0,1.0,0.9999999999999998,1.0,0.0,26,0,1974,0,26,1.2729429339548877
919,block_id,2000,0.021,0.9130434782608695,1.0,0.9545454545454546,0.9246723246464448,0.9545565572032726,0.0020429009193054137,42,4,1954,0,46,1.2729429339548877
920,block_id,2000,0.015,0.9375,1.0,0.967741935483871,0.9370031225050407,0.9677542163949758,0.0010152284263959391,30,2,1968,0,32,1.2729429339548877
921,block_id,2000,0.018,0.8372093023255814,1.0,0.9113924050632911,0.8606618044602541,0.9133593809578395,0.003564154786150713,36,7,1957,0,43,1.2729429339548877
922,block_id,2000,0.015,0.7692307692307693,1.0,0.8695652173913043,0.8347580619510444,0.87505229385766,0.004568527918781726,30,9,1961,0,39,1.2729429339548877
923,block_id,2000,0.011,0.7857142857142857,1.0,0.88,0.8663781780654844,0.8850598431175017,0.003033367037411527,22,6,1972,0,28,1.2729429339548877
924,block_id,2000,0.0175,0.8974358974358975,1.0,0.9459459459459459,0.9373448376005921,0.9463662377295586,0.002035623409669211,35,4,1961,0,39,1.2729429339548877
925,block_id,2000,0.0135,0.84375,1.0,0.9152542372881356,0.9141857168172958,0.9173940040914977,0.002534211860111505,27,5,1968,0,32,1.2729429339548877
926,block_id,2000,0.0145,0.7837837837837838,1.0,0.8787878787878788,0.8403988321154737,0.8835171307499067,0.004058853373921867,29,8,1963,0,37,1.2729429339548877
927,block_id,2000,0.017,0.7727272727272727,1.0,0.8717948717948718,0.8591992238364023,0.8768105945095694,0.00508646998982706,34,10,1956,0,44,1.2729429339548877
928,block_id,2000,0.0135,0.8181818181818182,1.0,0.9,0.8911796536796537,0.9031576179720688,0.0030410542321338066,27,6,1967,0,33,1.2729429339548877
929,block_id,2000,0.0145,0.7837837837837838,1.0,0.8787878787878788,0.8597643686454544,0.8835171307499067,0.004058853373921867,29,8,1963,0,37,1.2729429339548877
930,block_id,2000,0.017,0.7727272727272727,1.0,0.8717948717948718,0.83761102584632,0.8768105945095694,0.00508646998982706,34,10,1956,0,44,1.2729429339548877
931,block_id,2000,0.014,0.9032258064516129,1.0,0.9491525423728814,0.9228598898272073,0.9496587443293243,0.0015212981744421906,28,3,1969,0,31,1.2729429339548877
932,block_id,2000,0.013,0.8125,1.0,0.896551724137931,0.8795838523824353,0.9000168860286889,0.00303951367781155,26,6,1968,0,32,1.2729429339548877
933,block_id,2000,0.0115,0.8846153846153846,1.0,0.9387755102040817,0.9058072362420189,0.9398260607133311,0.0015174506828528073,23,3,1974,0,26,1.2729429339548877
934,block_id,2000,0.013,0.8125,1.0,0.896551724137931,0.876867031709709,0.9000168860286889,0.00303951367781155,26,6,1968,0,32,1.2729429339548877
935,block_id,2000,0.0195,0.9285714285714286,1.0,0.9629629629629629,0.9329061837935503,0.9628867381717836,0.0015298317185109638,39,3,1958,0,42,1.2729429339548877
936,block_id,2000,0.011,0.6875,1.0,0.8148148148148148,0.7849284251180536,0.8270575959002489,0.005055611729019211,22,10,1968,0,32,1.2729429339548877
937,block_id,2000,0.011,0.6470588235294118,1.0,0.7857142857142857,0.7354184991943653,0.8019559150703304,0.006066734074823054,22,12,1966,0,34,1.2729429339548877
938,block_id,2000,0.0155,0.8611111111111112,1.0,0.9253731343283582,0.9051102422070163,0.9267817649964993,0.0025393600812595226,31,5,1964,0,36,1.2729429339548877
939,block_id,2000,0.016,0.7804878048780488,1.0,0.8767123287671232,0.8496832739939845,0.8814298048581781,0.004573170731707317,32,9,1959,0,41,1.2729429339548877
940,block_id,2000,0.0115,0.8214285714285714,1.0,0.9019607843137255,0.8763975155279503,0.90518015288902,0.0025290844714213456,23,5,1972,0,28,1.2729429339548877
941,block_id,2000,0.02,0.7692307692307693,1.0,0.8695652173913043,0.8110900361470849,0.8743690256937409,0.006122448979591836,40,12,1948,0,52,1.2729429339548877
942,block_id,2000,0.0135,0.7714285714285715,1.0,0.8709677419354839,0.8241975308641976,0.876527597929844,0.0040547389761784085,27,8,1965,0,35,1.2729429339548877
943,block_id,2000,0.007,0.7777777777777778,1.0,0.875,0.8247308247308247,0.8810285219978944,0.002014098690835851,14,4,1982,0,18,1.2729429339548877
944,block_id,2000,0.014,0.7368421052631579,1.0,0.8484848484848485,0.7775092493137605,0.8562158509576862,0.005070993914807302,28,10,1962,0,38,1.2729429339548877
945,block_id,2000,0.0155,0.7948717948717948,1.0,0.8857142857142857,0.8179577084906677,0.8897427997701406,0.004062976130015236,31,8,1961,0,39,1.2729429339548877
946,block_id,2000,0.015,0.8333333333333334,1.0,0.9090909090909091,0.8937782862954488,0.911479710288355,0.003045685279187817,30,6,1964,0,36,1.2729429339548877
947,block_id,2000,0.014,0.7567567567567568,1.0,0.8615384615384616,0.7971138364240685,0.867930296014089,0.004563894523326572,28,9,1963,0,37,1.2729429339548877
948,block_id,2000,0.01,0.8695652173913043,1.0,0.9302325581395349,0.9018066172957477,0.9317980974087954,0.0015151515151515152,20,3,1977,0,23,1.2729429339548877
949,block_id,2000,0.017,0.8292682926829268,1.0,0.9066666666666666,0.8951638714870891,0.9090190640926923,0.003560528992878942,34,7,1959,0,41,1.2729429339548877
950,block_id,2000,0.0145,0.9354838709677419,1.0,0.9666666666666667,0.9238328224520611,0.9667133096224858,0.0010147133434804667,29,2,1969,0,31,1.2729429339548877
951,block_id,2000,0.0135,0.84375,1.0,0.9152542372881356,0.8714105866518147,0.9173940040914977,0.002534211860111505,27,5,1968,0,32,1.2729429339548877
952,block_id,2000,0.015,0.8108108108108109,1.0,0.8955223880597015,0.8292314683104156,0.898849129258262,0.003553299492385787,30,7,1963,0,37,1.2729429339548877
953,block_id,2000,0.011,0.8148148148148148,1.0,0.8979591836734694,0.906204906204906,0.9015293235094667,0.0025278058645096056,22,5,1973,0,27,1.2729429339548877
954,block_id,2000,0.013,0.7878787878787878,1.0,0.8813559322033898,0.8578574661156435,0.8860501630652016,0.0035460992907801418,26,7,1967,0,33,1.2729429339548877
955,block_id,2000,0.012,0.8571428571428571,1.0,0.9230769230769231,0.8885932150638032,0.9248825601905315,0.0020242914979757085,24,4,1972,0,28,1.2729429339548877
956,block_id,2000,0.012,0.7272727272727273,1.0,0.8421052631578947,0.7375306372549019,0.8508585371705686,0.004554655870445344,24,9,1967,0,33,1.2729429339548877
957,block_id,2000,0.0135,0.7297297297297297,1.0,0.84375,0.7705385941497053,0.8520746154288459,0.00506842372022301,27,10,1963,0,37,1.2729429339548877
958,block_id,2000,0.0155,0.8157894736842105,1.0,0.8985507246376812,0.8384368178510793,0.9016037140397941,0.0035551041137633316,31,7,1962,0,38,1.2729429339548877
959,block_id,2000,0.017,0.85,1.0,0.918918918918919,0.913116883116883,0.9205465226185954,0.003051881993896236,34,6,1960,0,40,1.2729429339548877
960,block_id,2000,0.018,0.8571428571428571,1.0,0.9230769230769231,0.8797502466366421,0.9244048325505596,0.003054989816700611,36,6,1958,0,42,1.2729429339548877
961,block_id,2000,0.016,0.7804878048780488,1.0,0.8767123287671232,0.8429656950507958,0.8814298048581781,0.004573170731707317,32,9,1959,0,41,1.2729429339548877
962,block_id,2000,0.0105,0.84,1.0,0.9130434782608695,0.8999973835688121,0.9155884298168872,0.00202122283981809,21,4,1975,0,25,1.2729429339548877
963,block_id,2000,0.0115,0.7419354838709677,1.0,0.8518518518518519,0.8540144189365418,0.8596122473844126,0.004046535154274153,23,8,1969,0,31,1.2729429339548877
964,block_id,2000,0.0125,0.78125,1.0,0.8771929824561403,0.8656954545454545,0.8823157103090865,0.0035443037974683543,25,7,1968,0,32,1.2729429339548877
965,block_id,2000,0.0115,0.8518518518518519,1.0,0.92,0.8542453520714389,0.9220240385258271,0.0020232675771370764,23,4,1973,0,27,1.2729429339548877
966,block_id,2000,0.0135,0.7941176470588235,1.0,0.8852459016393442,0.8852350170757618,0.889550560539154,0.0035478966041561076,27,7,1966,0,34,1.2729429339548877
967,block_id,2000,0.013,0.8666666666666667,1.0,0.9285714285714286,0.9009446693657219,0.9300056468690797,0.002026342451874367,26,4,1970,0,30,1.2729429339548877
968,block_id,2000,0.0175,0.7777777777777778,1.0,0.875,0.8279925087443885,0.879670177480097,0.005089058524173028,35,10,1955,0,45,1.2729429339548877
969,block_id,2000,0.016,0.8648648648648649,1.0,0.927536231884058,0.9055922313336575,0.9287989801859037,0.002540650406504065,32,5,1963,0,37,1.2729429339548877
970,block_id,2000,0.0115,0.7666666666666667,1.0,0.8679245283018868,0.7968068163720338,0.8740435435381205,0.0035407182599898838,23,7,1970,0,30,1.2729429339548877
971,block_id,2000,0.016,0.8888888888888888,1.0,0.9411764705882353,0.8923054070112894,0.9418504149573725,0.0020325203252032522,32,4,1964,0,36,1.2729429339548877
972,block_id,2000,0.016,0.7619047619047619,1.0,0.8648648648648649,0.7955626943613213,0.870651075126345,0.00508130081300813,32,10,1958,0,42,1.2729429339548877
973,block_id,2000,0.0185,0.8809523809523809,1.0,0.9367088607594937,0.8736767840348403,0.937394520988901,0.0025471217524197657,37,5,1958,0,42,1.2729429339548877
974,block_id,2000,0.013,0.8666666666666667,1.0,0.9285714285714286,0.8719457892534817,0.9300056468690797,0.002026342451874367,26,4,1970,0,30,1.2729429339548877
975,block_id,2000,0.017,0.8717948717948718,1.0,0.9315068493150684,0.9082658517952635,0.9325114972849058,0.00254323499491353,34,5,1961,0,39,1.2729429339548877
976,block_id,2000,0.0145,0.8285714285714286,1.0,0.90625,0.876639475016757,0.9088724559131685,0.0030441400304414,29,6,1965,0,35,1.2729429339548877
977,block_id,2000,0.0155,0.8157894736842105,1.0,0.8985507246376812,0.8665555895348469,0.9016037140397941,0.0035551041137633316,31,7,1962,0,38,1.2729429339548877
978,block_id,2000,0.0195,0.8478260869565217,1.0,0.9176470588235294,0.9020180769830138,0.9191298497659467,0.0035696073431922487,39,7,1954,0,46,1.2729429339548877
979,block_id,2000,0.016,0.8648648648648649,1.0,0.927536231884058,0.8843642749892751,0.9287989801859037,0.002540650406504065,32,5,1963,0,37,1.2729429339548877
980,block_id,2000,0.0135,0.7714285714285715,1.0,0.8709677419354839,0.857603613925453,0.876527597929844,0.0040547389761784085,27,8,1965,0,35,1.2729429339548877
981,block_id,2000,0.0135,0.84375,1.0,0.9152542372881356,0.8690692326313241,0.9173940040914977,0.002534211860111505,27,5,1968,0,32,1.2729429339548877
982,block_id,2000,0.0155,0.775,1.0,0.8732394366197183,0.8586014374946521,0.8783265865762251,0.0045708481462671405,31,9,1960,0,40,1.2729429339548877
983,block_id,2000,0.012,0.8275862068965517,1.0,0.9056603773584906,0.8821058220889556,0.9085659647177378,0.0025303643724696357,24,5,1971,0,29,1.2729429339548877
984,block_id,2000,0.015,0.8333333333333334,1.0,0.9090909090909091,0.8391696375519905,0.911479710288355,0.003045685279187817,30,6,1964,0,36,1.2729429339548877
985,block_id,2000,0.016,0.8421052631578947,1.0,0.9142857142857143,0.900326858813701,0.9162629912109846,0.003048780487804878,32,6,1962,0,38,1.2729429339548877
986,block_id,2000,0.013,0.7647058823529411,1.0,0.8666666666666667,0.833264774441245,0.8727008481534332,0.004052684903748734,26,8,1966,0,34,1.2729429339548877
987,block_id,2000,0.0145,0.8529411764705882,1.0,0.9206349206349206,0.9033212827465081,0.9223759805459846,0.0025367833587011668,29,5,1966,0,34,1.2729429339548877
988,block_id,2000,0.0155,0.8378378378378378,1.0,0.9117647058823529,0.8673775036253815,0.9139391399244639,0.0030472320975114273,31,6,1963,0,37,1.2729429339548877
989,block_id,2000,0.0185,0.9024390243902439,1.0,0.9487179487179487,0.9388703597987627,0.9489995399023323,0.0020376974019358125,37,4,1959,0,41,1.2729429339548877
990,block_id,2000,0.0095,0.8636363636363636,1.0,0.926829268292683,0.8751058152373941,0.9286164354762474,0.001514386673397274,19,3,1978,0,22,1.2729429339548877
991,block_id,2000,0.012,0.7741935483870968,1.0,0.8727272727272727,0.8224580961416824,0.878322810762631,0.00354251012145749,24,7,1969,0,31,1.2729429339548877
992,block_id,2000,0.015,0.8571428571428571,1.0,0.9230769230769231,0.8757067115890644,0.9246444547271794,0.0025380710659898475,30,5,1965,0,35,1.2729429339548877
993,block_id,2000,0.0135,0.7714285714285715,1.0,0.8709677419354839,0.7268812839145321,0.876527597929844,0.0040547389761784085,27,8,1965,0,35,1.2729429339548877
994,block_id,2000,0.013,0.8125,1.0,0.896551724137931,0.8524775018583068,0.9000168860286889,0.00303951367781155,26,6,1968,0,32,1.2729429339548877
995,block_id,2000,0.012,0.7741935483870968,1.0,0.8727272727272727,0.8055222051912223,0.878322810762631,0.00354251012145749,24,7,1969,0,31,1.2729429339548877
996,block_id,2000,0.0195,0.7959183673469388,1.0,0.8863636363636364,0.821298070724731,0.889864950503481,0.005099439061703213,39,10,1951,0,49,1.2729429339548877
997,block_id,2000,0.015,0.8571428571428571,1.0,0.9230769230769231,0.9031799118755639,0.9246444547271794,0.0025380710659898475,30,5,1965,0,35,1.2729429339548877
998,block_id,2000,0.0125,0.8333333333333334,1.0,0.9090909090909091,0.9230476190476191,0.9117146640764221,0.002531645569620253,25,5,1970,0,30,1.2729429339548877
999,block_id,2000,0.019,0.8444444444444444,1.0,0.9156626506024096,0.8679228373965217,0.917295833258274,0.003567787971457696,38,7,1955,0,45,1.2729429339548877
1000,block_id,2000,0.0185,0.925,1.0,0.961038961038961,0.9466993749602446,0.9610339991006598,0.0015282730514518594,37,3,1960,0,40,1.2729429339548877
